dataSet,num_nodes,num_edges,sputnik,rode,tcgnn
std1_Jac2,21983,1248731,0.000176,0.080611,10000000.0
crystm02,13966,168435,1.01144,0.015616,0.2829
foldoc,13357,120238,0.923658,0.019965,0.8735
bundle1,10582,390741,0.590246,0.021488,0.7253
patents,3774769,14970767,1000000.0,4.398029,10000000.0
ted_AB_unscaled,10606,522387,0.60417,0.03896,0.7181
wathen100,30402,251001,4.722409,0.020717,0.1694
c-62ghs,41732,300537,8.866848,0.027267,13.9046
delaunay_n21,2097153,6291408,1000000.0,0.883395,10000000.0
mult_dcop_02,25188,193276,3.243497,0.024093,139.7523
bcsstk36,23053,583096,2.741194,0.033226,0.4364
333SP,3712816,11108633,1000000.0,2.426307,10000000.0
TSOPF_RS_b300_c1,14539,1474325,0.000218,0.088579,10000000.0
Long_Coup_dt0,1470153,44279572,1000000.0,2.809805,10000000.0
lp1,534389,1088904,0.000256,0.192272,10000000.0
denormal,89401,622812,40.544418,0.051366,0.3957
c-56,35911,208405,6.572196,0.021971,3.1478
wikipedia-20051105,1634990,19753078,1000000.0,3.152618,10000000.0
bcsstk30,28925,1036208,0.00031,0.057482,10000000.0
astro-ph,16707,121251,1.435021,0.020502,0.5497
conf5_4-8x8-10,49153,1916928,0.000253,0.128717,10000000.0
kron_g500-logn16,65537,2456398,0.000326,0.179584,10000000.0
af_shell9,504856,9046865,1000000.0,0.412566,10000000.0
fullb,199188,5953632,1000000.0,0.382026,10000000.0
c-big,345242,1343126,0.000214,0.199584,10000000.0
3dtube,45331,1629474,0.00032,0.096768,10000000.0
bcsstk37,25504,583240,3.343597,0.033021,0.3854
pkustk08,22210,1624440,0.00024,0.097005,10000000.0
TSOPF_FS_b39_c19,76217,998359,29.509686,0.076749,0.4329
af_shell5,504856,9046865,1000000.0,0.413363,10000000.0
crankseg_1,52805,5333507,1000000.0,0.324061,10000000.0
bbmat,38745,1771722,0.000272,0.100726,10000000.0
t3dh,79172,2215638,0.000246,0.139709,10000000.0
x104,108385,5138004,1000000.0,0.31161,10000000.0
c-73,169423,724348,145.352448,0.089773,0.5746
shipsec1,140875,3977139,0.000307,0.232202,10000000.0
Trefethen_20000,20001,287233,2.059005,0.025312,0.521
net4-1,88344,1265035,0.000234,0.111366,10000000.0
copter1,17223,114143,1.525101,0.012659,0.1979
pkustk01,22045,500712,2.509446,0.028307,0.8061
Freescale1,3428756,18920347,1000000.0,3.255165,10000000.0
ramage02,16831,1441591,0.000198,0.090157,10000000.0
circuit_4,80210,307604,32.63385,0.043523,25.2833
s4dkt3m2,90450,1921955,0.00025,0.090186,10000000.0
c-71,76639,468096,29.804325,0.046851,20.9697
finance256,37377,167936,7.113325,0.018605,0.2468
kron_g500-logn20,1048577,44620272,1000000.0,5.319625,10000000.0
nd12k,36001,7128473,1000000.0,0.436099,10000000.0
3D_51448_3D,51449,1056610,0.000298,0.05929,10000000.0
Cube_Coup_dt6,2164761,64685452,1000000.0,4.031978,10000000.0
ex19,12006,259879,0.754147,0.023293,0.3719
conf5_4-8x8-05,49153,1916928,0.000259,0.128915,10000000.0
nasasrb,54871,1366097,0.00023,0.068701,10000000.0
email-Enron,36693,183831,6.861735,0.029603,8.3002
wy2010,86205,213793,37.67683,0.042813,0.6087
lowThrust_12,18459,117423,1.746438,0.012902,0.4025
NotreDame_www,325730,929849,536.819092,0.142534,1.4691
filter3D,106438,1406808,0.000227,0.087584,10000000.0
lowThrust_5,16263,103701,1.360419,0.012822,0.4011
net100,29921,1031560,0.00031,0.07695,10000000.0
CoupCons3D,416801,22322336,1000000.0,1.34727,10000000.0
barrier2-3,113077,3805068,0.000301,0.31032,10000000.0
raefsky3,21201,1488768,0.000272,0.088691,10000000.0
vsp_bump2_e18_aa01_model1_crew1,56439,300801,16.181002,0.032685,0.7078
Ge99H100,112986,4282190,0.000288,0.258077,10000000.0
net50,16321,480760,1.38743,0.037392,3.1111
vsp_sctap1-2b_and_seymourl,40175,140831,8.206845,0.022333,3.7516
nv2010,84539,208499,36.23333,0.040979,0.5236
af_shell1,504856,9046865,1000000.0,0.412995,10000000.0
thread,29737,2249892,0.000189,0.134701,10000000.0
hood,220543,5494489,1000000.0,0.369558,10000000.0
inlet,11731,328323,0.724109,0.022352,0.2922
SiO,33402,675528,5.702525,0.043024,1.8763
c-62,41732,300537,8.86961,0.027328,13.9046
crankseg_2,63839,7106348,1000000.0,0.438269,10000000.0
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,30.347538,0.045421,0.8063
Bump_2911,2911420,65320659,1000000.0,2.913952,10000000.0
brack2,62632,366559,19.943335,0.038326,0.718
c-54,31794,211743,5.154288,0.021776,3.8115
kim1,38416,933195,7.538211,0.048022,0.3922
raefsky4,19780,674195,2.043446,0.039091,0.5421
trdheim,22099,978711,2.557757,0.054822,0.3987
boneS10,914899,28191660,1000000.0,1.727459,10000000.0
TSOPF_RS_b678_c1,18697,4396289,0.000237,0.297248,10000000.0
consph,83335,3046907,0.000314,0.192362,10000000.0
human_gene2,14341,9041364,1000000.0,0.609424,10000000.0
gearbox,153747,4617075,0.000266,0.272176,10000000.0
c-63,44235,239469,9.956518,0.024803,7.8888
barrier2-9,115626,3897557,0.000227,0.318109,10000000.0
598a,110972,741934,62.500988,0.098032,1.0823
wikipedia-20060925,2983495,37269096,1000000.0,6.640212,10000000.0
Zd_Jac2,22836,1642833,0.000227,0.111699,10000000.0
fxm4_6,18893,258368,1.837328,0.021286,0.7365
TSOPF_FS_b39_c30,120217,1575639,0.000253,0.135264,10000000.0
pkustk12,94654,3803485,0.000384,0.243562,10000000.0
lhr71c,70305,1528092,0.000326,0.136691,10000000.0
ted_A_unscaled,10606,424587,0.60015,0.035027,0.4595
TSOPF_RS_b162_c4,20375,812749,2.159059,0.05601,0.4789
c-60,43641,171109,9.685716,0.022272,4.9213
audikw_1,943696,39297771,1000000.0,2.561104,10000000.0
lowThrust_6,16929,108376,1.472906,0.012582,0.4051
t3dh_a,79172,2215638,0.000298,0.139814,10000000.0
FullChip,2987013,26621990,1000000.0,3.406765,10000000.0
caidaRouterLevel,192245,609066,187.124695,0.099734,1.1277
netherlands_osm,2216689,2441238,0.000243,0.736858,10000000.0
af_shell10,1508066,27090195,1000000.0,1.199696,10000000.0
Dubcova3,146690,1891669,0.000221,0.116502,10000000.0
c-61,43619,176817,9.681485,0.022541,6.4776
web-NotreDame,325730,1497134,0.000166,0.19424,10000000.0
af_shell2,504856,9046865,1000000.0,0.4132,10000000.0
TSOPF_RS_b162_c3,15375,610299,1.243562,0.03983,0.4522
a2nnsnsl,80017,196115,32.465954,0.035475,37.4587
web-Google,916429,5105039,1000000.0,1.139635,10000000.0
wikipedia-20061104,3148441,39383235,1000000.0,7.072381,10000000.0
dielFilterV3clx,420409,16653308,1000000.0,1.047213,10000000.0
luxembourg_osm,114600,119666,66.552368,0.04361,0.1898
gas_sensor,66918,885141,22.778986,0.054995,0.6511
kkt_power,2063495,8130343,1000000.0,1.187005,10000000.0
coAuthorsCiteseer,227321,814134,261.604279,0.106176,0.526
msdoor,415864,10328399,1000000.0,0.684272,10000000.0
Ga3As3H12,61350,3016148,0.000301,0.175578,10000000.0
c-50,22402,108013,2.567069,0.020026,3.3574
pkustk10,80677,2194830,0.000262,0.143725,10000000.0
t3dh_e,79172,2215638,0.000291,0.139558,10000000.0
ibm_matrix_2,51449,1056610,0.00031,0.057923,10000000.0
troll,213454,6099282,1000000.0,0.338966,10000000.0
3Dspectralwave,680944,17165766,1000000.0,1.242464,10000000.0
Stanford,281904,2312497,0.000269,0.390675,10000000.0
bone010,986704,36326514,1000000.0,2.207997,10000000.0
c-65,48067,204297,11.749292,0.024858,7.7955
af_0_k101,503626,9027150,1000000.0,0.408067,10000000.0
as-caida,31380,106762,5.010905,0.021984,7.8752
rim,22561,1014951,0.000339,0.060061,10000000.0
ckt11752_tr_0,49703,333029,12.56888,0.030886,8.3743
circuit5M_dc,3523318,19194193,1000000.0,2.669267,10000000.0
coAuthorsDBLP,299068,977676,452.679108,0.1408,0.7436
bcsstk17,10975,219812,0.629434,0.020912,0.373
TSOPF_FS_b300_c3,84415,6578753,1000000.0,0.449955,10000000.0
TSOPF_FS_b162_c1,10799,305732,0.612675,0.021987,0.4121
2D_54019_highK,54020,996414,14.875194,0.055197,4.8782
rajat30,643995,6175377,1000000.0,0.659776,10000000.0
cont-201,80596,239596,32.952492,0.037987,0.2763
citationCiteseer,268496,1156647,0.000227,0.186464,10000000.0
OPF_10000,43888,255799,9.801715,0.02591,0.5063
144,144650,1074393,0.00023,0.114381,10000000.0
cant,62452,2034917,0.000221,0.127418,10000000.0
3Dspectralwave2,292009,7307376,1000000.0,0.51823,10000000.0
F1,343792,13590452,1000000.0,1.053891,10000000.0
bmw7st_1,141348,3740507,0.00023,0.23025,10000000.0
srb1,54925,1508538,0.000326,0.085712,10000000.0
G2_circuit,150103,438388,114.111816,0.062371,0.4451
rajat29,643995,4866270,0.000202,0.548739,10000000.0
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.000214,0.101427,10000000.0
ship_003,121729,4103881,0.000227,0.249411,10000000.0
conf6_0-8x8-80,49153,1916928,0.000256,0.128986,10000000.0
rajat26,51033,249302,13.236119,0.028352,15.3833
TSOPF_RS_b39_c7,14099,252446,1.028541,0.020637,0.2405
qa8fm,66128,863353,22.233204,0.052957,0.562
Si5H12,19897,379247,2.039043,0.02905,1.1866
ldoor,952204,23737339,1000000.0,1.635834,10000000.0
TSOPF_FS_b300,29215,2203949,0.00025,0.125418,10000000.0
coPapersDBLP,540487,15245729,1000000.0,1.048173,10000000.0
mult_dcop_03,25188,193216,3.243725,0.024182,131.6192
af_shell6,504856,9046865,1000000.0,0.412742,10000000.0
cont-300,180896,539396,165.70787,0.088755,0.5573
HTC_336_9129,226341,554881,259.364716,0.129536,1.3156
Fault_639,638803,14626683,1000000.0,0.737536,10000000.0
auto,448696,3314611,0.000224,0.492314,10000000.0
c-59,41283,260909,8.678563,0.024851,7.2708
ML_Laplace,377003,27689972,1000000.0,1.647773,10000000.0
Ga41As41H72,268097,9378286,1000000.0,0.556106,10000000.0
amazon0505,4878874,4878874,0.000224,0.692224,10000000.0
amazon0505,4878874,4878874,0.000224,0.692224,10000000.0
oilpan,73753,1835470,0.000234,0.116957,10000000.0
3D_28984_Tetra,28985,599170,4.303504,0.035251,21.8662
pkustk02,10801,410400,0.62296,0.024381,1.0373
c-69,67459,345714,23.115856,0.038019,11.6059
lowThrust_13,18477,117580,1.751814,0.01305,0.4156
c-66b,49990,274498,12.707132,0.027114,7.0561
s3dkq4m2,90450,2455670,0.000294,0.124403,10000000.0
hollywood-2009,1139906,57515616,1000000.0,4.661094,10000000.0
RM07R,381690,37464962,1000000.0,2.305789,10000000.0
c-57,37834,221515,7.288064,0.023149,0.3746
helm2d03,392258,1567096,0.00033,0.187987,10000000.0
t3dl_a,20361,265113,2.131616,0.02049,0.3876
skirt,12599,104559,0.821325,0.01257,0.2337
Serena,1391350,32961525,1000000.0,2.01367,10000000.0
darcy003,389875,1167685,0.000221,0.268122,10000000.0
t3dl,20361,265113,2.13319,0.021398,0.3873
transient,178867,961790,162.077682,0.138979,2981.6846
nh2010,48838,117275,12.114365,0.023568,0.2825
ct20stif,52330,1375396,0.000259,0.083082,10000000.0
coPapersCiteseer,434103,16036720,1000000.0,1.038982,10000000.0
cbuckle,13682,345098,0.97751,0.022438,1.2199
roadNet-CA,1971282,2766607,1000000.0,0.745968,10000000.0
viscorocks,37763,1162244,0.000256,0.060835,10000000.0
TSOPF_FS_b162_c3,30799,904612,4.867072,0.053354,0.5048
Dubcova1,16130,134569,1.34249,0.013485,0.2662
venturiLevel3,4026820,8054237,1000000.0,1.557984,10000000.0
mult_dcop_01,25188,193276,3.243226,0.02393,140.0127
bauru5727,40367,145019,8.288656,0.021261,0.3629
barrier2-11,115626,3897557,0.000314,0.318064,10000000.0
TSOPF_RS_b300_c3,42139,4413449,0.000234,0.288752,10000000.0
delaunay_n22,4194305,12582869,1000000.0,1.758787,10000000.0
fem_hifreq_circuit,491101,20239237,1000000.0,1.664454,10000000.0
tsyl201,20686,1237821,0.00031,0.075213,10000000.0
delaunay_n17,131073,393176,87.066803,0.058458,0.3107
conf5_4-8x8-20,49153,1916928,0.000269,0.128707,10000000.0
adaptive,6815745,13624320,1000000.0,2.981322,10000000.0
Si34H36,97570,2626974,0.000256,0.157238,10000000.0
shermanACb,18511,145149,1.756662,0.020899,36.6227
net75,23121,756160,2.763859,0.056634,3.3205
wikipedia-20070206,3566908,45030389,1000000.0,8.254214,10000000.0
delaunay_n20,1048577,3145686,0.000218,0.447398,10000000.0
flickr,820879,9837214,1000000.0,1.25441,10000000.0
CurlCurl_4,2380516,14448191,1000000.0,1.178701,10000000.0
shipsec8,114920,3384159,0.00024,0.201654,10000000.0
2D_27628_bjtcai,27629,442898,3.908125,0.029226,0.5245
pkustk06,43165,1307466,0.000278,0.082086,10000000.0
parabolic_fem,525826,2100225,0.000218,0.402934,10000000.0
jan99jac120sc,41375,260202,8.708416,0.025792,0.4031
cond-mat-2005,40422,175693,8.315948,0.023264,0.3879
sinc15,11533,568526,0.704522,0.040832,2.9915
msc23052,23053,588933,2.750026,0.039194,1.0871
vibrobox,12329,177578,0.790483,0.022013,0.7482
gyro_k,17362,519260,1.57337,0.028371,0.619
GitHub,615706,615706,7.255341,0.048726,35.4199
artist,1638396,1638396,0.000323,0.132941,10000000.0
ell,672479,672479,210.215408,0.093187,1.6383
amazon,9068096,9068096,1000000.0,1.027856,10000000.0
amazon0505,4878874,4878874,0.000198,0.691837,10000000.0
amazon0505,4878874,4878874,0.000198,0.691837,10000000.0
dd,1686092,1686092,0.000227,0.150067,10000000.0
yelp,13954819,13954819,1000000.0,2.446493,10000000.0
comamazon,1851744,1851744,0.000173,0.457267,10000000.0
IGB_small,13068130,13068130,1000000.0,3.384019,10000000.0
reddit,114848857,114848857,1000000.0,9.839338,10000000.0
ogb,126167053,126167053,1000000.0,33.947311,10000000.0
AmazonProducts,264339468,264339468,1000000.0,37.334206,10000000.0
